ID2	Xt	Yt	Zonas_multispat_kd_t	Zonas_multispati_koc_t	Patron	patterns2
15601	489351.302	6524907.963	E	E	Alto Kd y baja vida media	"High income - Low access gain"
20222	426851.302	6617407.963	E	E	Alto Kd y Alta vida media	"High income - High access gain"
4562	541851.302	6279907.963	E	E	Alto Kd y baja vida media	"High income - Low access gain"
14327	539351.302	6499907.963	E	E	Alto Kd y baja vida media	"High income - Low access gain"
19408	434351.302	6597407.963	E	E	Alto Kd y baja vida media	"High income - Low access gain"
8872	396851.302	6382407.963	S	E	Baja Kd y Baja vida media	"Low income - Low access gain"
494	349351.302	6147407.963	S	S	Baja Kd y Baja vida media	"Low income - Low access gain"
1676	464351.302	6194907.963	S	E	Baja Kd y Baja vida media	"Low income - Low access gain"
13924	514351.302	6492407.963	E	E	Alto Kd y baja vida media	"High income - Low access gain"
4561	539351.302	6279907.963	E	E	Alto Kd y baja vida media	"High income - Low access gain"
10956	499351.302	6429907.963	E	E	Alto Kd y baja vida media	"High income - Low access gain"
20750	411851.302	6632407.963	E	S	Alto Kd y Alta vida media	"High income - High access gain"
9801	344351.302	6404907.963	S	S	Baja Kd y Baja vida media	"Low income - Low access gain"
8846	331851.302	6382407.963	S	S	Baja Kd y Baja vida media	"Low income - Low access gain"
13752	411851.302	6489907.963	E	E	Alto Kd y baja vida media	"High income - Low access gain"
5015	479351.302	6292407.963	E	E	Alto Kd y baja vida media	"High income - Low access gain"
15265	244351.302	6519907.963	NO	NO	Bajo Kd y Alta vida media	"Low income - High access gain"
19713	421851.302	6604907.963	E	E	Alto Kd y Alta vida media	"High income - High access gain"
9165	344351.302	6389907.963	S	S	Baja Kd y Baja vida media	"Low income - Low access gain"
11372	456851.302	6439907.963	E	E	Alto Kd y baja vida media	"High income - Low access gain"
6980	506851.302	6339907.963	E	E	Alto Kd y baja vida media	"High income - Low access gain"
10357	414351.302	6417407.963	E	E	Alto Kd y baja vida media	"High income - Low access gain"
5912	434351.302	6314907.963	E	E	Alto Kd y baja vida media	"High income - Low access gain"
19978	309351.302	6612407.963	NO	NO	Bajo Kd y Alta vida media	"Low income - High access gain"
1018	459351.302	6167407.963	S	S	Baja Kd y Baja vida media	"Low income - Low access gain"
1531	384351.302	6189907.963	S	S	Baja Kd y Baja vida media	"Low income - Low access gain"
10430	326851.302	6419907.963	S	S	Baja Kd y Baja vida media	"Low income - Low access gain"
18998	251851.302	6589907.963	NO	NO	Bajo Kd y Alta vida media	"Low income - High access gain"
6126	456851.302	6319907.963	E	E	Alto Kd y baja vida media	"High income - Low access gain"
20958	334351.302	6639907.963	NO	NO	Bajo Kd y Alta vida media	"Low income - High access gain"
20066	269351.302	6614907.963	NO	NO	Bajo Kd y Alta vida media	"Low income - High access gain"
10924	419351.302	6429907.963	E	E	Alto Kd y baja vida media	"High income - Low access gain"
5144	561851.302	6294907.963	E	E	Alto Kd y baja vida media	"High income - Low access gain"
10873	586851.302	6427407.963	SA	SA	No significativa	NA
563	371851.302	6149907.963	S	S	Baja Kd y Baja vida media	"Low income - Low access gain"
13371	416851.302	6482407.963	E	E	Alto Kd y baja vida media	"High income - Low access gain"
13921	506851.302	6492407.963	E	E	Alto Kd y baja vida media	"High income - Low access gain"
18041	486851.302	6569907.963	E	E	Alto Kd y baja vida media	"High income - Low access gain"
13783	494351.302	6489907.963	E	E	Alto Kd y baja vida media	"High income - Low access gain"
17153	379351.302	6554907.963	SA	SA	Alto Kd y baja vida media	"High income - Low access gain"
1996	351851.302	6207407.963	S	S	Baja Kd y Baja vida media	"Low income - Low access gain"
9408	419351.302	6394907.963	E	E	Alto Kd y baja vida media	"High income - Low access gain"
21490	359351.302	6654907.963	NO	NO	Bajo Kd y Alta vida media	"Low income - High access gain"
18861	506851.302	6584907.963	E	E	Alto Kd y baja vida media	"High income - Low access gain"
1237	391851.302	6177407.963	S	S	Baja Kd y Baja vida media	"Low income - Low access gain"
6677	544351.302	6332407.963	E	E	Alto Kd y baja vida media	"High income - Low access gain"
17335	481851.302	6557407.963	E	E	Alto Kd y baja vida media	"High income - Low access gain"
5776	351851.302	6312407.963	S	S	Baja Kd y Baja vida media	"Low income - Low access gain"
19306	451851.302	6594907.963	E	E	Alto Kd y baja vida media	"High income - Low access gain"
12471	386851.302	6464907.963	S	S	Baja Kd y Baja vida media	"Low income - Low access gain"
13347	354351.302	6482407.963	S	S	Baja Kd y Baja vida media	"Low income - Low access gain"
1453	336851.302	6187407.963	S	S	Baja Kd y Baja vida media	"Low income - Low access gain"
7984	441851.302	6362407.963	E	E	Alto Kd y baja vida media	"High income - Low access gain"
15788	334351.302	6529907.963	S	NO	Bajo Kd y Alta vida media	"Low income - High access gain"
14670	396851.302	6507407.963	E	S	Alto Kd y baja vida media	"High income - Low access gain"
7248	319351.302	6347407.963	S	S	Baja Kd y Baja vida media	"Low income - Low access gain"
17451	421851.302	6559907.963	E	E	Alto Kd y baja vida media	"High income - Low access gain"
5766	326851.302	6312407.963	S	S	Baja Kd y Baja vida media	"Low income - Low access gain"
13270	496851.302	6479907.963	E	E	Alto Kd y baja vida media	"High income - Low access gain"
5126	509351.302	6294907.963	E	E	Alto Kd y baja vida media	"High income - Low access gain"
13011	471851.302	6474907.963	E	E	Alto Kd y baja vida media	"High income - Low access gain"
20852	481851.302	6634907.963	E	E	Alto Kd y baja vida media	"High income - Low access gain"
9973	511851.302	6407407.963	E	E	Alto Kd y baja vida media	"High income - Low access gain"
5821	469351.302	6312407.963	E	E	Alto Kd y baja vida media	"High income - Low access gain"
14976	506851.302	6512407.963	E	E	Alto Kd y baja vida media	"High income - Low access gain"
17976	314351.302	6569907.963	NO	NO	Bajo Kd y Alta vida media	"Low income - High access gain"
11547	334351.302	6444907.963	NO	NO	Baja Kd y Baja vida media	"Low income - Low access gain"
15969	519351.302	6532407.963	E	E	Alto Kd y baja vida media	"High income - Low access gain"
15776	296851.302	6529907.963	NO	NO	Bajo Kd y Alta vida media	"Low income - High access gain"
15317	399351.302	6519907.963	E	S	Alto Kd y baja vida media	"High income - Low access gain"
18194	534351.302	6572407.963	SA	SA	Alto Kd y baja vida media	"High income - Low access gain"
16877	389351.302	6549907.963	E	S	Alto Kd y baja vida media	"High income - Low access gain"
9704	369351.302	6402407.963	S	S	Baja Kd y Baja vida media	"Low income - Low access gain"
927	366851.302	6164907.963	S	S	Baja Kd y Baja vida media	"Low income - Low access gain"
12968	364351.302	6474907.963	S	S	Baja Kd y Baja vida media	"Low income - Low access gain"
761	409351.302	6157407.963	S	S	Baja Kd y Baja vida media	"Low income - Low access gain"
4054	396851.302	6267407.963	S	E	Baja Kd y Baja vida media	"Low income - Low access gain"
5397	416851.302	6302407.963	S	E	Baja Kd y Baja vida media	"Low income - Low access gain"
523	424351.302	6147407.963	S	S	Baja Kd y Baja vida media	"Low income - Low access gain"
17299	389351.302	6557407.963	E	NO	Alto Kd y baja vida media	"High income - Low access gain"
10533	591851.302	6419907.963	SA	SA	No significativa	NA
17390	261851.302	6559907.963	NO	NO	Bajo Kd y Alta vida media	"Low income - High access gain"
6283	309351.302	6324907.963	S	S	Baja Kd y Baja vida media	"Low income - Low access gain"
21049	359351.302	6642407.963	NO	NO	Bajo Kd y Alta vida media	"Low income - High access gain"
19613	431851.302	6602407.963	E	E	Alto Kd y baja vida media	"High income - Low access gain"
12388	476851.302	6462407.963	E	E	Alto Kd y baja vida media	"High income - Low access gain"
16059	414351.302	6534907.963	E	E	Alto Kd y baja vida media	"High income - Low access gain"
16812	581851.302	6547407.963	E	E	Alto Kd y baja vida media	"High income - Low access gain"
169	434351.302	6132407.963	S	S	Baja Kd y Baja vida media	"Low income - Low access gain"
5368	344351.302	6302407.963	S	S	Baja Kd y Baja vida media	"Low income - Low access gain"
20548	334351.302	6627407.963	NO	NO	Bajo Kd y Alta vida media	"Low income - High access gain"
17517	586851.302	6559907.963	E	E	Alto Kd y baja vida media	"High income - Low access gain"
22306	386851.302	6679907.963	S	S	Bajo Kd y Alta vida media	"Low income - High access gain"
18653	286851.302	6582407.963	NO	NO	Bajo Kd y Alta vida media	"Low income - High access gain"
5269	354351.302	6299907.963	S	S	Baja Kd y Baja vida media	"Low income - Low access gain"
16670	576851.302	6544907.963	E	E	Alto Kd y baja vida media	"High income - Low access gain"
18807	371851.302	6584907.963	NO	NO	Alto Kd y Alta vida media	"High income - High access gain"
14015	411851.302	6494907.963	E	E	Alto Kd y baja vida media	"High income - Low access gain"
2238	354351.302	6214907.963	S	S	Baja Kd y Baja vida media	"Low income - Low access gain"
10662	344351.302	6424907.963	S	NO	Baja Kd y Baja vida media	"Low income - Low access gain"
9582	329351.302	6399907.963	S	S	Baja Kd y Baja vida media	"Low income - Low access gain"
17439	391851.302	6559907.963	E	S	Alto Kd y baja vida media	"High income - Low access gain"
3122	481851.302	6239907.963	E	E	Alto Kd y baja vida media	"High income - Low access gain"
5579	361851.302	6307407.963	S	S	Baja Kd y Baja vida media	"Low income - Low access gain"
2789	529351.302	6229907.963	E	E	Alto Kd y baja vida media	"High income - Low access gain"
9	329351.302	6127407.963	S	S	Baja Kd y Baja vida media	"Low income - Low access gain"
21914	366851.302	6667407.963	NO	NO	Bajo Kd y Alta vida media	"Low income - High access gain"
4196	544351.302	6269907.963	E	E	Alto Kd y baja vida media	"High income - Low access gain"
2369	509351.302	6217407.963	E	E	Alto Kd y baja vida media	"High income - Low access gain"
9116	496851.302	6387407.963	E	E	Alto Kd y baja vida media	"High income - Low access gain"
1919	356851.302	6204907.963	S	S	Baja Kd y Baja vida media	"Low income - Low access gain"
3261	404351.302	6244907.963	S	E	Baja Kd y Baja vida media	"Low income - Low access gain"
6317	396851.302	6324907.963	E	E	Alto Kd y baja vida media	"High income - Low access gain"
6474	541851.302	6327407.963	E	E	Alto Kd y baja vida media	"High income - Low access gain"
9249	561851.302	6389907.963	E	E	Alto Kd y baja vida media	"High income - Low access gain"
8307	399351.302	6369907.963	E	E	Alto Kd y baja vida media	"High income - Low access gain"
16937	539351.302	6549907.963	E	E	Alto Kd y baja vida media	"High income - Low access gain"
1766	339351.302	6199907.963	S	S	Baja Kd y Baja vida media	"Low income - Low access gain"
18417	394351.302	6577407.963	E	S	Alto Kd y baja vida media	"High income - Low access gain"
8066	361851.302	6364907.963	S	S	Baja Kd y Baja vida media	"Low income - Low access gain"
1230	374351.302	6177407.963	S	S	Baja Kd y Baja vida media	"Low income - Low access gain"
17419	334351.302	6559907.963	NO	NO	Bajo Kd y Alta vida media	"Low income - High access gain"
7208	514351.302	6344907.963	E	E	Alto Kd y baja vida media	"High income - Low access gain"
19723	446851.302	6604907.963	E	E	Alto Kd y baja vida media	"High income - Low access gain"
7806	576851.302	6357407.963	E	E	No significativa	NA
15750	566851.302	6527407.963	E	E	Alto Kd y baja vida media	"High income - Low access gain"
9712	389351.302	6402407.963	S	S	Baja Kd y Baja vida media	"Low income - Low access gain"
7659	481851.302	6354907.963	E	E	Alto Kd y baja vida media	"High income - Low access gain"
1294	389351.302	6179907.963	S	S	Baja Kd y Baja vida media	"Low income - Low access gain"
7915	564351.302	6359907.963	E	E	Alto Kd y baja vida media	"High income - Low access gain"
7484	334351.302	6352407.963	S	S	Baja Kd y Baja vida media	"Low income - Low access gain"
9226	496851.302	6389907.963	E	E	Alto Kd y baja vida media	"High income - Low access gain"
2352	454351.302	6217407.963	S	E	Alto Kd y baja vida media	"High income - Low access gain"
9996	571851.302	6407407.963	SA	SA	Alto Kd y baja vida media	"High income - Low access gain"
3617	431851.302	6254907.963	E	E	Alto Kd y baja vida media	"High income - Low access gain"
16086	481851.302	6534907.963	E	E	Alto Kd y baja vida media	"High income - Low access gain"
8982	421851.302	6384907.963	E	E	Alto Kd y baja vida media	"High income - Low access gain"
15680	366851.302	6527407.963	S	S	No significativa	NA
15660	304351.302	6527407.963	NO	NO	Bajo Kd y Alta vida media	"Low income - High access gain"
22172	416851.302	6674907.963	E	S	Alto Kd y Alta vida media	"High income - High access gain"
22080	384351.302	6672407.963	S	S	Bajo Kd y Alta vida media	"Low income - High access gain"
10294	526851.302	6414907.963	E	E	Alto Kd y baja vida media	"High income - Low access gain"
12598	389351.302	6467407.963	S	S	Baja Kd y Baja vida media	"Low income - Low access gain"
7679	534351.302	6354907.963	E	E	Alto Kd y baja vida media	"High income - Low access gain"
9599	371851.302	6399907.963	S	S	Baja Kd y Baja vida media	"Low income - Low access gain"
12880	464351.302	6472407.963	E	E	Alto Kd y baja vida media	"High income - Low access gain"
17269	306851.302	6557407.963	NO	NO	Bajo Kd y Alta vida media	"Low income - High access gain"
22193	469351.302	6674907.963	SA	SA	Alto Kd y Alta vida media	"High income - High access gain"
5016	481851.302	6292407.963	E	E	Alto Kd y baja vida media	"High income - Low access gain"
3233	329351.302	6244907.963	S	S	Baja Kd y Baja vida media	"Low income - Low access gain"
14262	369351.302	6499907.963	S	S	Baja Kd y Baja vida media	"Low income - Low access gain"
16060	416851.302	6534907.963	E	E	Alto Kd y baja vida media	"High income - Low access gain"
5815	451851.302	6312407.963	E	E	Alto Kd y baja vida media	"High income - Low access gain"
21706	449351.302	6659907.963	E	E	Alto Kd y Alta vida media	"High income - High access gain"
6253	514351.302	6322407.963	E	E	Alto Kd y baja vida media	"High income - Low access gain"
6546	464351.302	6329907.963	SA	E	Alto Kd y baja vida media	"High income - Low access gain"
2687	481851.302	6227407.963	E	E	Alto Kd y baja vida media	"High income - Low access gain"
760	406851.302	6157407.963	S	S	Baja Kd y Baja vida media	"Low income - Low access gain"
16520	539351.302	6542407.963	E	E	Alto Kd y baja vida media	"High income - Low access gain"
19445	609351.302	6597407.963	E	S	No significativa	NA
7268	371851.302	6347407.963	S	S	Baja Kd y Baja vida media	"Low income - Low access gain"
7677	529351.302	6354907.963	E	E	Alto Kd y baja vida media	"High income - Low access gain"
11306	551851.302	6437407.963	E	E	Alto Kd y baja vida media	"High income - Low access gain"
18418	396851.302	6577407.963	E	S	Alto Kd y baja vida media	"High income - Low access gain"
17580	386851.302	6562407.963	E	NO	Alto Kd y baja vida media	"High income - Low access gain"
4809	431851.302	6287407.963	E	E	Alto Kd y baja vida media	"High income - Low access gain"
14795	376851.302	6509907.963	S	S	Baja Kd y Baja vida media	"Low income - Low access gain"
11301	539351.302	6437407.963	E	E	Alto Kd y baja vida media	"High income - Low access gain"
15707	456851.302	6527407.963	E	E	Alto Kd y baja vida media	"High income - Low access gain"
3301	516851.302	6244907.963	E	E	Alto Kd y baja vida media	"High income - Low access gain"
195	346851.302	6134907.963	S	S	Baja Kd y Baja vida media	"Low income - Low access gain"
15669	329351.302	6527407.963	S	NO	Bajo Kd y Alta vida media	"Low income - High access gain"
